s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 1.1001432E+001, 4.5401262E+000, 0.0000000E+000,-1.4009715E+000,-1.8922246E+000,-1.1689858E+000,-7.0787389E-005, 0.0000000E+000, 0.0000000E+000, 1.1934308E-001, 7.7873488E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.2000968E+001, 5.6593468E+000, 0.0000000E+000,-1.7389355E+000,-2.3250373E+000,-1.3439982E+000,-6.5527913E-005, 0.0000000E+000, 0.0000000E+000, 3.0647978E-001, 2.5131022E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.3001286E+001, 6.0533959E+000, 0.0000000E+000,-1.8780474E+000,-2.6487456E+000,-1.5579368E+000,-6.4852356E-005, 0.0000000E+000, 0.0000000E+000, 3.9313530E-002,-3.1398697E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.4001126E+001, 5.7588464E+000, 0.0000000E+000,-1.7833523E+000,-2.7821175E+000,-1.4365304E+000,-5.5719733E-005, 0.0000000E+000, 0.0000000E+000,-1.7835377E-001,-2.4320959E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.5000653E+001, 6.0860404E+000, 0.0000000E+000,-1.8653669E+000,-2.6996956E+000,-1.4839532E+000,-5.6911286E-005, 0.0000000E+000, 0.0000000E+000, 1.1122777E-001, 3.6967831E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.6000397E+001, 5.9465781E+000, 0.0000000E+000,-1.8262499E+000,-2.7231990E+000,-1.4536603E+000,-5.8247102E-005, 0.0000000E+000, 0.0000000E+000, 1.8153809E-002,-5.6589410E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.7000385E+001, 6.4032215E+000, 0.0000000E+000,-1.9695100E+000,-2.9347899E+000,-1.5656342E+000,-5.4668532E-005, 0.0000000E+000, 0.0000000E+000, 8.6060827E-003,-6.6767211E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.8000328E+001, 6.4623642E+000, 0.0000000E+000,-1.9976281E+000,-2.8690629E+000,-1.5917895E+000,-5.9268553E-005, 0.0000000E+000, 0.0000000E+000, 7.9501933E-002, 3.8244890E-003, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.9000809E+001, 5.6247956E+000, 0.0000000E+000,-1.7335223E+000,-2.6974442E+000,-1.4310175E+000,-6.0557599E-005, 0.0000000E+000, 0.0000000E+000,-1.7604202E-001,-2.3724897E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 2.0001268E+001, 6.3511990E+000, 0.0000000E+000,-1.9476937E+000,-2.9125626E+000,-1.5004902E+000,-5.7094563E-005, 0.0000000E+000, 0.0000000E+000, 7.0745332E-002,-9.6046019E-003, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
